origin,destination,flights,origin_lat,origin_lon,destination_lat,destination_lon
KLAS,LFPB,1,36.098386,-115.157172,48.99502,2.534156
KLAS,RJTT,1,36.098386,-115.157172,35.558275,139.769206
KLGA,KPDX,1,40.779353,-73.872351,45.586756,-122.599903
KLGA,KSNA,1,40.779353,-73.872351,33.675053,-117.869274
KLGA,LEMD,1,40.779353,-73.872351,40.481779,-3.544511
KLGA,LGAT,1,40.779353,-73.872351,36.249343,24.156072
KLGA,RJBB,1,40.779353,-73.872351,34.468627,135.305672
KMCO,LBBG,1,28.432892,-81.295817,42.51329,28.269695
KMCO,LIRF,1,28.432892,-81.295817,41.829117,12.220667
KMCO,LPPT,1,28.432892,-81.295817,38.779919,-9.136684
KMDW,LEMD,1,41.7848,-87.752194,40.481779,-3.544511
KMDW,LEMG,1,41.7848,-87.752194,36.682744,-4.492429
KMDW,LOWW,1,41.7848,-87.752194,48.109947,16.578643
KMDW,PHNL,1,41.7848,-87.752194,21.325289,-157.93026
KMDW,RJTT,1,41.7848,-87.752194,35.558275,139.769206
KMDW,SBGR,1,41.7848,-87.752194,-23.491629,-46.672847
KMIA,LEMG,1,25.78363,-80.373077,36.682744,-4.492429
KMIA,LGAT,1,25.78363,-80.373077,36.249343,24.156072
KMIA,RJAA,1,25.78363,-80.373077,35.288223,144.953327
KMIA,RKSI,1,25.78363,-80.373077,37.451248,126.437414
KNZY,LEBL,1,32.734219,-117.192381,41.298569,2.082809
KNZY,LIMC,1,32.734219,-117.192381,45.590836,8.74438
KNZY,RJBB,1,32.734219,-117.192381,34.468627,135.305672
KPDX,RJAA,1,45.586756,-122.599903,35.288223,144.953327
KPDX,RJBH,1,45.586756,-122.599903,35.386002,132.966728
KPHL,LLBG,1,39.868881,-75.240465,32.004093,34.891163
KPHL,LOWW,1,39.868881,-75.240465,48.109947,16.578643
KSLC,LSZH,1,40.62038,-111.994507,47.463867,8.546883
KTEB,LFPO,1,40.850544,-74.064697,48.727661,2.403118
KTEB,LIRF,1,40.850544,-74.064697,41.829117,12.220667
KTEB,RJAA,1,40.850544,-74.064697,35.288223,144.953327
KTEB,RJBB,1,40.850544,-74.064697,34.468627,135.305672
KTPA,LEBL,1,27.986519,-82.541576,41.298569,2.082809
KTPA,LEMD,1,27.986519,-82.541576,40.481779,-3.544511
KTPA,LFPB,1,27.986519,-82.541576,48.99502,2.534156
LEMD,VABB,1,40.481779,-3.544511,19.090235,72.853151
LEMG,ZBAA,1,36.682744,-4.492429,41.074855,114.603008
LFPB,YSSY,1,48.99502,2.534156,-33.95426,151.178055
LFPG,PHNL,1,48.99637,2.629346,21.325289,-157.93026
LGAT,VHHH,1,36.249343,24.156072,22.505676,113.824302
LIMC,RJBB,1,45.590836,8.74438,34.468627,135.305672
LIMC,VABB,1,45.590836,8.74438,19.090235,72.853151
LIMC,VIDP,1,45.590836,8.74438,28.513339,77.239541
LLBG,RJTT,1,32.004093,34.891163,35.558275,139.769206
LLBG,VIDP,1,32.004093,34.891163,28.513339,77.239541
LSZH,RJTT,1,47.463867,8.546883,35.558275,139.769206
LSZH,ZBAA,1,47.463867,8.546883,41.074855,114.603008
OTBD,ZBAA,1,25.369446,51.594493,41.074855,114.603008
PHNL,RCTP,1,21.325289,-157.93026,25.071266,121.22286
RJAA,VIDP,1,35.288223,144.953327,28.513339,77.239541
RJAA,YSSY,1,35.288223,144.953327,-33.95426,151.178055
RJBB,VIDP,1,34.468627,135.305672,28.513339,77.239541
RJBH,ZBAA,1,35.386002,132.966728,41.074855,114.603008
RPLL,VABB,1,13.469971,121.632054,19.090235,72.853151
RPLL,VIDP,1,13.469971,121.632054,28.513339,77.239541
RPLL,VOBL,1,13.469971,121.632054,13.189133,77.761423
VABB,YSSY,1,19.090235,72.853151,-33.95426,151.178055
