origin,destination,flights,origin_lat,origin_lon,destination_lat,destination_lon
CYYZ,KDTW,452,43.665475,-79.611544,42.24678,-83.33854
EGLL,ESSA,451,51.352575,-0.5470079999999999,59.625363,17.908851
KHHR,KNZY,451,33.935806,-118.398257,32.734219,-117.192381
RJAA,VTBS,451,35.288223,144.953327,13.69154,100.74
KBFI,KMSP,450,47.458901,-122.307833,44.886354,-93.20573
EBBR,LIRF,449,50.892426,4.495041,41.829117,12.220667
EDDB,EHAM,449,52.343674,13.461075,52.34265,4.710114
KAUS,KSFO,449,30.398041,-97.566875,37.622192,-122.377739
KDEN,KIND,448,39.847028,-104.641541,39.74807,-86.307007
LFPG,LIMC,448,48.99637,2.629346,45.590836,8.74438
KCLT,KFLL,447,35.173521,-80.931816,26.077011,-80.175787
OTBD,VABB,446,25.369446,51.594493,19.090235,72.853151
EDDF,LEBL,445,50.034252,8.562247,41.298569,2.082809
KHHR,RCTP,445,33.935806,-118.398257,25.071266,121.22286
KHND,KPHX,445,36.073655,-115.123804,33.440861,-112.0092
EGKK,EIDW,444,51.146713,-0.201094,53.422464,-6.279737
KDFW,KIND,444,32.899747,-97.073037,39.74807,-86.307007
LTAI,LTFM,444,36.915925,30.823875,41.174337,28.709148
LIRF,LPPT,443,41.829117,12.220667,38.779919,-9.136684
KLAS,KNZY,442,36.098386,-115.157172,32.734219,-117.192381
KIAD,KSFO,441,38.938037,-77.436264,37.622192,-122.377739
KHHR,RKSI,440,33.935806,-118.398257,37.451248,126.437414
KPDX,KPHX,439,45.586756,-122.599903,33.440861,-112.0092
LEMD,LSZH,438,40.481779,-3.544511,47.463867,8.546883
KATL,KBFI,437,33.631805,-84.436924,47.458901,-122.307833
KPHX,KSLC,437,33.440861,-112.0092,40.62038,-111.994507
EDDM,LTAI,436,48.606667,12.066527,36.915925,30.823875
KBWI,KDTW,436,39.177017,-76.729829,42.24678,-83.33854
KHHR,KMIA,436,33.935806,-118.398257,25.78363,-80.373077
EDDF,LIMC,434,50.034252,8.562247,45.590836,8.74438
KBOS,KFLL,432,42.37329,-71.006954,26.077011,-80.175787
KEWR,KMSP,432,40.698946,-74.164488,44.886354,-93.20573
KATL,KNZY,431,33.631805,-84.436924,32.734219,-117.192381
KFLL,KPHL,431,26.077011,-80.175787,39.868881,-75.240465
KLAS,KPHX,431,36.098386,-115.157172,33.440861,-112.0092
EGLL,OTBD,430,51.352575,-0.5470079999999999,25.369446,51.594493
KDTW,KIND,430,42.24678,-83.33854,39.74807,-86.307007
EDDF,LFPG,429,50.034252,8.562247,48.99637,2.629346
KBOS,KMIA,429,42.37329,-71.006954,25.78363,-80.373077
KLGA,KTPA,429,40.779353,-73.872351,27.986519,-82.541576
KDEN,KHND,428,39.847028,-104.641541,36.073655,-115.123804
EDDB,LBBG,426,52.343674,13.461075,42.51329,28.269695
EDDM,LBBG,426,48.606667,12.066527,42.51329,28.269695
CYUL,KEWR,424,45.49585,-73.691319,40.698946,-74.164488
KORD,KTPA,424,41.967389,-87.912406,27.986519,-82.541576
KBNA,KDTW,422,36.097583,-86.690252,42.24678,-83.33854
EBBR,EDDF,421,50.892426,4.495041,50.034252,8.562247
EPWA,LTAI,420,52.169499,20.963876,36.915925,30.823875
KDAL,KMDW,420,32.834524,-96.666601,41.7848,-87.752194
EDDB,EGLL,419,52.343674,13.461075,51.352575,-0.5470079999999999
KBNA,KMDW,419,36.097583,-86.690252,41.7848,-87.752194
RJTT,WSSS,419,35.558275,139.769206,1.394938,103.996914
VIDP,VTBS,418,28.513339,77.239541,13.69154,100.74
EKCH,EPWA,417,55.631653,12.677224,52.169499,20.963876
EDDL,LOWW,415,51.274567,6.741448,48.109947,16.578643
KSFO,RCTP,415,37.622192,-122.377739,25.071266,121.22286
EDDF,LTAI,414,50.034252,8.562247,36.915925,30.823875
KFLL,KORD,414,26.077011,-80.175787,41.967389,-87.912406
KHND,KORD,414,36.073655,-115.123804,41.967389,-87.912406
RJTT,VTBS,414,35.558275,139.769206,13.69154,100.74
EGLL,KSFO,413,51.352575,-0.5470079999999999,37.622192,-122.377739
KDAL,KPHX,413,32.834524,-96.666601,33.440861,-112.0092
EBBR,EGLL,412,50.892426,4.495041,51.352575,-0.5470079999999999
EGKK,LIMC,412,51.146713,-0.201094,45.590836,8.74438
EGLL,ENGM,412,51.352575,-0.5470079999999999,60.140945,11.048363
KBNA,KBWI,412,36.097583,-86.690252,39.177017,-76.729829
KCLT,KMSP,412,35.173521,-80.931816,44.886354,-93.20573
EGLL,LFPG,411,51.352575,-0.5470079999999999,48.99637,2.629346
KDAL,KDEN,409,32.834524,-96.666601,39.847028,-104.641541
EGKK,LTAI,408,51.146713,-0.201094,36.915925,30.823875
CYYZ,KPHL,405,43.665475,-79.611544,39.868881,-75.240465
KMCO,KMDW,405,28.432892,-81.295817,41.7848,-87.752194
KJFK,LFPG,404,40.626115,-73.782432,48.99637,2.629346
LEBL,LFPG,404,41.298569,2.082809,48.99637,2.629346
KBNA,KTPA,402,36.097583,-86.690252,27.986519,-82.541576
KMDW,KMSP,402,41.7848,-87.752194,44.886354,-93.20573
LFPG,LIRF,402,48.99637,2.629346,41.829117,12.220667
RJAA,WSSS,402,35.288223,144.953327,1.394938,103.996914
EDDM,EDDM,400,48.606667,12.066527,48.606667,12.066527
KBOS,KRDU,400,42.37329,-71.006954,35.883396,-78.774193
KIND,KJFK,399,39.74807,-86.307007,40.626115,-73.782432
KJFK,LIRF,398,40.626115,-73.782432,41.829117,12.220667
LGAT,LIRF,397,36.249343,24.156072,41.829117,12.220667
OTBD,WMKK,397,25.369446,51.594493,2.834885,101.664036
KDTW,KIAD,396,42.24678,-83.33854,38.938037,-77.436264
KHHR,KPHL,396,33.935806,-118.398257,39.868881,-75.240465
KHHR,KSLC,396,33.935806,-118.398257,40.62038,-111.994507
KPHL,KTPA,396,39.868881,-75.240465,27.986519,-82.541576
EDDM,LFPG,395,48.606667,12.066527,48.99637,2.629346
KBOS,KMSP,395,42.37329,-71.006954,44.886354,-93.20573
CYUL,CYYC,394,45.49585,-73.691319,51.129936,-113.990373
EPWA,LOWW,394,52.169499,20.963876,48.109947,16.578643
KBFI,KJFK,394,47.458901,-122.307833,40.626115,-73.782432
LGAT,LGAT,394,36.249343,24.156072,36.249343,24.156072
CYYZ,EGLL,393,43.665475,-79.611544,51.352575,-0.5470079999999999
EDDF,EPWA,393,50.034252,8.562247,52.169499,20.963876
CYYZ,KTEB,392,43.665475,-79.611544,40.850544,-74.064697
EBBR,EKCH,392,50.892426,4.495041,55.631653,12.677224
EDDL,LSZH,392,51.274567,6.741448,47.463867,8.546883
KIAD,KIAH,392,38.938037,-77.436264,29.97757,-95.277961
KMDW,KPHX,392,41.7848,-87.752194,33.440861,-112.0092
EGLL,WSSS,391,51.352575,-0.5470079999999999,1.394938,103.996914
KBTF,KPHX,391,40.802456,-111.976364,33.440861,-112.0092
EDDF,LPPT,390,50.034252,8.562247,38.779919,-9.136684
LEPA,LOWW,390,39.772137,3.064087,48.109947,16.578643
EDDB,EKCH,389,52.343674,13.461075,55.631653,12.677224
KATL,KLAS,389,33.631805,-84.436924,36.098386,-115.157172
KCLT,KDCA,389,35.173521,-80.931816,38.850205,-77.037643
KMSP,KSFO,389,44.886354,-93.20573,37.622192,-122.377739
EDDL,EGLL,388,51.274567,6.741448,51.352575,-0.5470079999999999
EHAM,LIRF,388,52.34265,4.710114,41.829117,12.220667
EGSS,LEPA,387,51.883644,0.232735,39.772137,3.064087
KDFW,KTPA,387,32.899747,-97.073037,27.986519,-82.541576
CYYZ,KIAD,386,43.665475,-79.611544,38.938037,-77.436264
KFLL,KIAH,386,26.077011,-80.175787,29.97757,-95.277961
EGSS,LGAT,385,51.883644,0.232735,36.249343,24.156072
EKCH,LFPG,385,55.631653,12.677224,48.99637,2.629346
KBFI,KSLC,385,47.458901,-122.307833,40.62038,-111.994507
KEWR,KRDU,385,40.698946,-74.164488,35.883396,-78.774193
OTBD,VOBL,385,25.369446,51.594493,13.189133,77.761423
KDEN,KTPA,383,39.847028,-104.641541,27.986519,-82.541576
CYYZ,KHHR,382,43.665475,-79.611544,33.935806,-118.398257
KBNA,KMIA,381,36.097583,-86.690252,25.78363,-80.373077
KLGA,KMDW,381,40.779353,-73.872351,41.7848,-87.752194
KORD,KSNA,381,41.967389,-87.912406,33.675053,-117.869274
LEBL,LSZH,381,41.298569,2.082809,47.463867,8.546883
EDDM,EPWA,380,48.606667,12.066527,52.169499,20.963876
KBNA,KHHR,378,36.097583,-86.690252,33.935806,-118.398257
EDDF,EKCH,377,50.034252,8.562247,55.631653,12.677224
LIRF,LSZH,377,41.829117,12.220667,47.463867,8.546883
CYYZ,KSFO,376,43.665475,-79.611544,37.622192,-122.377739
KDCA,KMSP,376,38.850205,-77.037643,44.886354,-93.20573
LIMC,LPPT,376,45.590836,8.74438,38.779919,-9.136684
KBWI,KTPA,375,39.177017,-76.729829,27.986519,-82.541576
KHHR,KIAD,375,33.935806,-118.398257,38.938037,-77.436264
LEBL,LOWW,375,41.298569,2.082809,48.109947,16.578643
EBBR,LEMG,374,50.892426,4.495041,36.682744,-4.492429
EHAM,LFPG,374,52.34265,4.710114,48.99637,2.629346
KDTW,KMDW,374,42.24678,-83.33854,41.7848,-87.752194
KBFI,KHND,373,47.458901,-122.307833,36.073655,-115.123804
KJFK,KPHX,372,40.626115,-73.782432,33.440861,-112.0092
EGLL,VABB,371,51.352575,-0.5470079999999999,19.090235,72.853151
KBWI,KMDW,371,39.177017,-76.729829,41.7848,-87.752194
KIAH,KMSP,371,29.97757,-95.277961,44.886354,-93.20573
KCLT,KDEN,370,35.173521,-80.931816,39.847028,-104.641541
KDEN,KMDW,369,39.847028,-104.641541,41.7848,-87.752194
KATL,KHND,368,33.631805,-84.436924,36.073655,-115.123804
KBWI,KMIA,368,39.177017,-76.729829,25.78363,-80.373077
KJFK,KLAS,368,40.626115,-73.782432,36.098386,-115.157172
VABB,VTBS,368,19.090235,72.853151,13.69154,100.74
EGCC,EGLL,367,53.343761,-2.286647,51.352575,-0.5470079999999999
KCLT,KPHX,367,35.173521,-80.931816,33.440861,-112.0092
KDFW,KFLL,367,32.899747,-97.073037,26.077011,-80.175787
EBBR,EDDM,366,50.892426,4.495041,48.606667,12.066527
EDDB,LGAT,366,52.343674,13.461075,36.249343,24.156072
EDDM,LSZH,366,48.606667,12.066527,47.463867,8.546883
KBFI,KEWR,365,47.458901,-122.307833,40.698946,-74.164488
KBNA,KEWR,365,36.097583,-86.690252,40.698946,-74.164488
EBBR,LOWW,364,50.892426,4.495041,48.109947,16.578643
KBOS,KTPA,364,42.37329,-71.006954,27.986519,-82.541576
EGKK,EGKK,363,51.146713,-0.201094,51.146713,-0.201094
KDFW,KLAS,361,32.899747,-97.073037,36.098386,-115.157172
KDFW,KHND,358,32.899747,-97.073037,36.073655,-115.123804
KDFW,KIAD,358,32.899747,-97.073037,38.938037,-77.436264
KEWR,KPHX,358,40.698946,-74.164488,33.440861,-112.0092
KMIA,KRDU,358,25.78363,-80.373077,35.883396,-78.774193
RPLL,WMKK,358,13.469971,121.632054,2.834885,101.664036
KDTW,KPHX,357,42.24678,-83.33854,33.440861,-112.0092
EGCC,LEMG,353,53.343761,-2.286647,36.682744,-4.492429
PHNL,RJTT,353,21.325289,-157.93026,35.558275,139.769206
KIAH,KPHX,352,29.97757,-95.277961,33.440861,-112.0092
KAUS,KJFK,351,30.398041,-97.566875,40.626115,-73.782432
CYYZ,KMSP,349,43.665475,-79.611544,44.886354,-93.20573
LSZH,LTAI,349,47.463867,8.546883,36.915925,30.823875
KBOS,KIND,348,42.37329,-71.006954,39.74807,-86.307007
KDFW,KRDU,348,32.899747,-97.073037,35.883396,-78.774193
KIAD,KMCO,348,38.938037,-77.436264,28.432892,-81.295817
LIMC,LOWW,348,45.590836,8.74438,48.109947,16.578643
LPPT,LSZH,348,38.779919,-9.136684,47.463867,8.546883
EKCH,LSZH,347,55.631653,12.677224,47.463867,8.546883
KCLT,KHHR,347,35.173521,-80.931816,33.935806,-118.398257
RCTP,WMKK,347,25.071266,121.22286,2.834885,101.664036
KDCA,KMDW,346,38.850205,-77.037643,41.7848,-87.752194
KDTW,KJFK,346,42.24678,-83.33854,40.626115,-73.782432
KDTW,KMSP,346,42.24678,-83.33854,44.886354,-93.20573
KHHR,RJAA,346,33.935806,-118.398257,35.288223,144.953327
KIAD,KRDU,346,38.938037,-77.436264,35.883396,-78.774193
EBBR,LPPT,345,50.892426,4.495041,38.779919,-9.136684
KDFW,KPDX,344,32.899747,-97.073037,45.586756,-122.599903
LBBG,LFPG,344,42.51329,28.269695,48.99637,2.629346
LEMD,LFPG,344,40.481779,-3.544511,48.99637,2.629346
RPLL,VTBS,344,13.469971,121.632054,13.69154,100.74
EGLL,KIAD,343,51.352575,-0.5470079999999999,38.938037,-77.436264
KJFK,KTPA,343,40.626115,-73.782432,27.986519,-82.541576
KEWR,KTPA,342,40.698946,-74.164488,27.986519,-82.541576
KLGA,KMSP,342,40.779353,-73.872351,44.886354,-93.20573
CYYZ,KCLT,340,43.665475,-79.611544,35.173521,-80.931816
EDDB,LEBL,339,52.343674,13.461075,41.298569,2.082809
EPWA,LBBG,339,52.169499,20.963876,42.51329,28.269695
KBFI,KLAS,339,47.458901,-122.307833,36.098386,-115.157172
EHAM,LEPA,338,52.34265,4.710114,39.772137,3.064087
KCLT,KIND,338,35.173521,-80.931816,39.74807,-86.307007
KMSP,KPDX,338,44.886354,-93.20573,45.586756,-122.599903
CYVR,KPDX,337,49.182449,-123.140822,45.586756,-122.599903
LIRF,LLBG,337,41.829117,12.220667,32.004093,34.891163
KBFI,PHNL,336,47.458901,-122.307833,21.325289,-157.93026
KBNA,KPHX,336,36.097583,-86.690252,33.440861,-112.0092
KIND,KMCO,336,39.74807,-86.307007,28.432892,-81.295817
OMDB,VIDP,336,25.226349,55.41214,28.513339,77.239541
RJTT,VHHH,336,35.558275,139.769206,22.505676,113.824302
KBOS,KIAD,335,42.37329,-71.006954,38.938037,-77.436264
KDFW,KNZY,335,32.899747,-97.073037,32.734219,-117.192381
KJFK,KNZY,335,40.626115,-73.782432,32.734219,-117.192381
LEMG,LFPO,335,36.682744,-4.492429,48.727661,2.403118
CYYZ,KDCA,334,43.665475,-79.611544,38.850205,-77.037643
EDDF,KJFK,334,50.034252,8.562247,40.626115,-73.782432
EGLL,EPWA,334,51.352575,-0.5470079999999999,52.169499,20.963876
KBNA,KFLL,333,36.097583,-86.690252,26.077011,-80.175787
KDTW,KFLL,332,42.24678,-83.33854,26.077011,-80.175787
KMDW,KPHL,332,41.7848,-87.752194,39.868881,-75.240465
KPHL,KSFO,332,39.868881,-75.240465,37.622192,-122.377739
KPHX,KPHX,332,33.440861,-112.0092,33.440861,-112.0092
EDDF,EIDW,331,50.034252,8.562247,53.422464,-6.279737
KBFI,KBOS,331,47.458901,-122.307833,42.37329,-71.006954
EDDM,LIMC,329,48.606667,12.066527,45.590836,8.74438
KBNA,KMSP,329,36.097583,-86.690252,44.886354,-93.20573
KDFW,KJFK,329,32.899747,-97.073037,40.626115,-73.782432
EGSS,LEBL,327,51.883644,0.232735,41.298569,2.082809
EDDF,EDDL,326,50.034252,8.562247,51.274567,6.741448
EDDF,LFPB,326,50.034252,8.562247,48.99502,2.534156
EKCH,LEBL,325,55.631653,12.677224,41.298569,2.082809
KDCA,KIND,324,38.850205,-77.037643,39.74807,-86.307007
KIAH,KPHL,322,29.97757,-95.277961,39.868881,-75.240465
CYVR,KDEN,321,49.182449,-123.140822,39.847028,-104.641541
KBWI,KHHR,321,39.177017,-76.729829,33.935806,-118.398257
EKCH,LOWW,320,55.631653,12.677224,48.109947,16.578643
KBNA,KIAH,319,36.097583,-86.690252,29.97757,-95.277961
KSFO,KSLC,319,37.622192,-122.377739,40.62038,-111.994507
LEBL,LFPB,319,41.298569,2.082809,48.99502,2.534156
LLBG,LOWW,319,32.004093,34.891163,48.109947,16.578643
LOWW,LTAI,319,48.109947,16.578643,36.915925,30.823875
EGCC,LBBG,318,53.343761,-2.286647,42.51329,28.269695
EHAM,LFPB,318,52.34265,4.710114,48.99502,2.534156
KBWI,KDAL,318,39.177017,-76.729829,32.834524,-96.666601
KPDX,KSNA,318,45.586756,-122.599903,33.675053,-117.869274
WSSS,YBBN,318,1.394938,103.996914,-27.36335,153.118087
CYYZ,KMCO,317,43.665475,-79.611544,28.432892,-81.295817
EDDF,ESSA,316,50.034252,8.562247,59.625363,17.908851
KATL,KSLC,316,33.631805,-84.436924,40.62038,-111.994507
LEMD,SBGR,316,40.481779,-3.544511,-23.491629,-46.672847
LEPA,LFPO,315,39.772137,3.064087,48.727661,2.403118
KAUS,KNZY,314,30.398041,-97.566875,32.734219,-117.192381
KFLL,KHHR,314,26.077011,-80.175787,33.935806,-118.398257
LEMG,LEPA,314,36.682744,-4.492429,39.772137,3.064087
VIDP,WSSS,314,28.513339,77.239541,1.394938,103.996914
EIDW,LFPG,313,53.422464,-6.279737,48.99637,2.629346
EIDW,LPPT,313,53.422464,-6.279737,38.779919,-9.136684
KDCA,KTPA,313,38.850205,-77.037643,27.986519,-82.541576
LBBG,LSZH,313,42.51329,28.269695,47.463867,8.546883
KHHR,RJBH,312,33.935806,-118.398257,35.386002,132.966728
KIND,KPHL,312,39.74807,-86.307007,39.868881,-75.240465
KMSP,KPHL,312,44.886354,-93.20573,39.868881,-75.240465
KDFW,KSLC,311,32.899747,-97.073037,40.62038,-111.994507
KIAD,KIND,311,38.938037,-77.436264,39.74807,-86.307007
KAUS,KEWR,310,30.398041,-97.566875,40.698946,-74.164488
KBTF,KHHR,310,40.802456,-111.976364,33.935806,-118.398257
EBBR,EPWA,309,50.892426,4.495041,52.169499,20.963876
KBOS,KIAH,309,42.37329,-71.006954,29.97757,-95.277961
KBWI,KIAH,308,39.177017,-76.729829,29.97757,-95.277961
KHND,KPDX,308,36.073655,-115.123804,45.586756,-122.599903
LIMC,LSZH,308,45.590836,8.74438,47.463867,8.546883
EDDB,LFPO,306,52.343674,13.461075,48.727661,2.403118
KDAL,KLAS,305,32.834524,-96.666601,36.098386,-115.157172
EHAM,KJFK,304,52.34265,4.710114,40.626115,-73.782432
KBWI,KRDU,304,39.177017,-76.729829,35.883396,-78.774193
KFLL,KTPA,303,26.077011,-80.175787,27.986519,-82.541576
KORD,KSLC,303,41.967389,-87.912406,40.62038,-111.994507
EGKK,EHAM,302,51.146713,-0.201094,52.34265,4.710114
KBWI,KMSP,302,39.177017,-76.729829,44.886354,-93.20573
LBBG,LIMC,302,42.51329,28.269695,45.590836,8.74438
EBBR,EIDW,301,50.892426,4.495041,53.422464,-6.279737
EDDM,LOWW,301,48.606667,12.066527,48.109947,16.578643
KADS,KAFW,301,33.030116,-96.838653,33.19249,-97.198187
EGLL,LFPB,300,51.352575,-0.5470079999999999,48.99502,2.534156
KDTW,KDTW,300,42.24678,-83.33854,42.24678,-83.33854
KMCO,KMSP,300,28.432892,-81.295817,44.886354,-93.20573
LFPG,LOWW,300,48.99637,2.629346,48.109947,16.578643
EGKK,LEMD,299,51.146713,-0.201094,40.481779,-3.544511
EKCH,LEMG,299,55.631653,12.677224,36.682744,-4.492429
KAUS,KMCO,299,30.398041,-97.566875,28.432892,-81.295817
KDEN,KMIA,299,39.847028,-104.641541,25.78363,-80.373077
LIRF,LOWW,298,41.829117,12.220667,48.109947,16.578643
KHHR,RJTT,297,33.935806,-118.398257,35.558275,139.769206
RJTT,YSSY,296,35.558275,139.769206,-33.95426,151.178055
KPDX,KSLC,295,45.586756,-122.599903,40.62038,-111.994507
OMDB,VTBS,295,25.226349,55.41214,13.69154,100.74
OMDB,WSSS,295,25.226349,55.41214,1.394938,103.996914
VABB,WSSS,295,19.090235,72.853151,1.394938,103.996914
EGLL,KATL,294,51.352575,-0.5470079999999999,33.631805,-84.436924
LEMG,LEMG,294,36.682744,-4.492429,36.682744,-4.492429
EGLL,KDFW,292,51.352575,-0.5470079999999999,32.899747,-97.073037
KDAL,KMCO,292,32.834524,-96.666601,28.432892,-81.295817
EDDM,LPPT,291,48.606667,12.066527,38.779919,-9.136684
KDTW,KTPA,291,42.24678,-83.33854,27.986519,-82.541576
KFLL,KMCO,291,26.077011,-80.175787,28.432892,-81.295817
KSFO,RKSI,291,37.622192,-122.377739,37.451248,126.437414
EBBR,LBBG,289,50.892426,4.495041,42.51329,28.269695
EPWA,LGAT,288,52.169499,20.963876,36.249343,24.156072
LEMD,LFPB,288,40.481779,-3.544511,48.99502,2.534156
EDDL,LEBL,286,51.274567,6.741448,41.298569,2.082809
EGLL,RJTT,286,51.352575,-0.5470079999999999,35.558275,139.769206
EIDW,LIRF,286,53.422464,-6.279737,41.829117,12.220667
EKCH,LEPA,286,55.631653,12.677224,39.772137,3.064087
KADS,KAUS,286,33.030116,-96.838653,30.398041,-97.566875
RJBB,WSSS,286,34.468627,135.305672,1.394938,103.996914
KDAL,KDAL,285,32.834524,-96.666601,32.834524,-96.666601
RJAA,ZBAA,285,35.288223,144.953327,41.074855,114.603008
EDDF,KORD,284,50.034252,8.562247,41.967389,-87.912406
ESSA,ESSA,284,59.625363,17.908851,59.625363,17.908851
LBBG,LLBG,284,42.51329,28.269695,32.004093,34.891163
RKSI,WMKK,284,37.451248,126.437414,2.834885,101.664036
EKCH,LFPB,283,55.631653,12.677224,48.99502,2.534156
KSFO,PHNL,283,37.622192,-122.377739,21.325289,-157.93026
KIAD,KTPA,282,38.938037,-77.436264,27.986519,-82.541576
KPHL,KPHL,282,39.868881,-75.240465,39.868881,-75.240465
EDDM,ESSA,281,48.606667,12.066527,59.625363,17.908851
KATL,KPDX,281,33.631805,-84.436924,45.586756,-122.599903
KDTW,KSFO,281,42.24678,-83.33854,37.622192,-122.377739
KIAH,KIND,281,29.97757,-95.277961,39.74807,-86.307007
EGLL,KMIA,280,51.352575,-0.5470079999999999,25.78363,-80.373077
KHND,KJFK,280,36.073655,-115.123804,40.626115,-73.782432
LFPB,LIMC,280,48.99502,2.534156,45.590836,8.74438
EDDL,EKCH,279,51.274567,6.741448,55.631653,12.677224
EGKK,EKCH,279,51.146713,-0.201094,55.631653,12.677224
EGCC,LFPG,278,53.343761,-2.286647,48.99637,2.629346
KLAS,KPDX,278,36.098386,-115.157172,45.586756,-122.599903
LFPB,LSZH,278,48.99502,2.534156,47.463867,8.546883
KBFI,KIAH,277,47.458901,-122.307833,29.97757,-95.277961
KBOS,KTEB,277,42.37329,-71.006954,40.850544,-74.064697
KDEN,KDEN,277,39.847028,-104.641541,39.847028,-104.641541
KBOS,KMDW,276,42.37329,-71.006954,41.7848,-87.752194
KLAS,KMSP,276,36.098386,-115.157172,44.886354,-93.20573
KNZY,PHNL,276,32.734219,-117.192381,21.325289,-157.93026
WMKK,YSSY,276,2.834885,101.664036,-33.95426,151.178055
CYVR,KORD,275,49.182449,-123.140822,41.967389,-87.912406
KDCA,KFLL,275,38.850205,-77.037643,26.077011,-80.175787
KHND,KLAS,275,36.073655,-115.123804,36.098386,-115.157172
LGAT,LLBG,275,36.249343,24.156072,32.004093,34.891163
EDDB,LFPG,274,52.343674,13.461075,48.99637,2.629346
KDAL,KDCA,273,32.834524,-96.666601,38.850205,-77.037643
KEWR,KNZY,273,40.698946,-74.164488,32.734219,-117.192381
KIAH,KTPA,273,29.97757,-95.277961,27.986519,-82.541576
LFPG,LSZH,273,48.99637,2.629346,47.463867,8.546883
EKCH,LIRF,272,55.631653,12.677224,41.829117,12.220667
LIMC,LLBG,272,45.590836,8.74438,32.004093,34.891163
CYYZ,KDFW,271,43.665475,-79.611544,32.899747,-97.073037
CYYZ,KFLL,271,43.665475,-79.611544,26.077011,-80.175787
KIAH,KNZY,271,29.97757,-95.277961,32.734219,-117.192381
KBFI,KIAD,270,47.458901,-122.307833,38.938037,-77.436264
KMIA,SBGR,270,25.78363,-80.373077,-23.491629,-46.672847
CYYC,KORD,269,51.129936,-113.990373,41.967389,-87.912406
EGKK,LPPT,268,51.146713,-0.201094,38.779919,-9.136684
EGSS,LBBG,268,51.883644,0.232735,42.51329,28.269695
ESSA,LEMG,268,59.625363,17.908851,36.682744,-4.492429
KCLT,KSFO,268,35.173521,-80.931816,37.622192,-122.377739
KPHL,KPHX,268,39.868881,-75.240465,33.440861,-112.0092
LFPB,LIRF,268,48.99502,2.534156,41.829117,12.220667
OMDB,OMDB,268,25.226349,55.41214,25.226349,55.41214
OMDB,RPLL,267,25.226349,55.41214,13.469971,121.632054
EKCH,LGAT,266,55.631653,12.677224,36.249343,24.156072
KCLT,KDAB,265,35.173521,-80.931816,29.075684,-81.267823
KNZY,KPDX,265,32.734219,-117.192381,45.586756,-122.599903
RJBB,ZBAA,265,34.468627,135.305672,41.074855,114.603008
KATL,KDAB,264,33.631805,-84.436924,29.075684,-81.267823
EDDL,EHAM,263,51.274567,6.741448,52.34265,4.710114
YSSY,YSSY,263,-33.95426,151.178055,-33.95426,151.178055
KIAD,KLGA,262,38.938037,-77.436264,40.779353,-73.872351
RJAA,WMKK,261,35.288223,144.953327,2.834885,101.664036
VHHH,VIDP,261,22.505676,113.824302,28.513339,77.239541
EGSS,LTAI,260,51.883644,0.232735,36.915925,30.823875
EIDW,LEMD,260,53.422464,-6.279737,40.481779,-3.544511
KJFK,LLBG,260,40.626115,-73.782432,32.004093,34.891163
EBBR,LSZH,259,50.892426,4.495041,47.463867,8.546883
KBWI,KPHX,259,39.177017,-76.729829,33.440861,-112.0092
KHHR,YSSY,258,33.935806,-118.398257,-33.95426,151.178055
EBBR,EDDB,257,50.892426,4.495041,52.343674,13.461075
ESSA,LFPG,257,59.625363,17.908851,48.99637,2.629346
KIND,KMSP,257,39.74807,-86.307007,44.886354,-93.20573
LBBG,LIRF,257,42.51329,28.269695,41.829117,12.220667
EBBR,EHAM,256,50.892426,4.495041,52.34265,4.710114
KDAL,KHND,256,32.834524,-96.666601,36.073655,-115.123804
KDTW,KRDU,256,42.24678,-83.33854,35.883396,-78.774193
KIAH,KLAS,256,29.97757,-95.277961,36.098386,-115.157172
EKCH,LBBG,255,55.631653,12.677224,42.51329,28.269695
ESSA,LOWW,255,59.625363,17.908851,48.109947,16.578643
LEMD,LOWW,255,40.481779,-3.544511,48.109947,16.578643
EGCC,EKCH,254,53.343761,-2.286647,55.631653,12.677224
KAUS,KLAS,254,30.398041,-97.566875,36.098386,-115.157172
EDDF,ENGM,253,50.034252,8.562247,60.140945,11.048363
KBNA,KIND,253,36.097583,-86.690252,39.74807,-86.307007
EPWA,LSZH,252,52.169499,20.963876,47.463867,8.546883
KAUS,KIAD,252,30.398041,-97.566875,38.938037,-77.436264
CYYZ,EDDF,251,43.665475,-79.611544,50.034252,8.562247
EDDM,EIDW,251,48.606667,12.066527,53.422464,-6.279737
EDDM,LFPB,251,48.606667,12.066527,48.99502,2.534156
KHND,KIAH,251,36.073655,-115.123804,29.97757,-95.277961
OTBD,VHHH,251,25.369446,51.594493,22.505676,113.824302
ENGM,ENGM,250,60.140945,11.048363,60.140945,11.048363
KBFI,KDTW,250,47.458901,-122.307833,42.24678,-83.33854
LBBG,LTAI,250,42.51329,28.269695,36.915925,30.823875
CYUL,KPHL,249,45.49585,-73.691319,39.868881,-75.240465
EGKK,LBBG,249,51.146713,-0.201094,42.51329,28.269695
KAUS,KCLT,249,30.398041,-97.566875,35.173521,-80.931816
LPPT,SBGR,248,38.779919,-9.136684,-23.491629,-46.672847
EDDB,EDDL,247,52.343674,13.461075,51.274567,6.741448
KMSP,KNZY,247,44.886354,-93.20573,32.734219,-117.192381
LFPO,LIMC,247,48.727661,2.403118,45.590836,8.74438
KAUS,KMSP,246,30.398041,-97.566875,44.886354,-93.20573
